time,pitch,p,i,d
29.412,-0.69,0.70,2.57,1.31
29.416,-0.71,0.72,2.58,1.22
29.420,-0.73,0.74,2.58,1.05
29.424,-0.75,0.76,2.58,1.11
29.428,-0.77,0.78,2.59,1.09
29.432,-0.79,0.80,2.59,0.93
29.436,-0.81,0.82,2.59,0.83
29.440,-0.81,0.82,2.60,0.56
29.444,-0.82,0.83,2.60,0.34
29.448,-0.82,0.83,2.60,0.07
29.452,-0.82,0.83,2.61,0.03
29.456,-0.82,0.83,2.61,0.03
29.460,-0.81,0.82,2.61,-0.16
29.464,-0.81,0.82,2.62,-0.29
29.468,-0.79,0.80,2.62,-0.58
29.472,-0.77,0.78,2.62,-0.82
29.476,-0.75,0.76,2.63,-0.86
29.480,-0.73,0.74,2.63,-1.01
29.484,-0.71,0.72,2.63,-1.03
29.488,-0.69,0.70,2.63,-1.11
29.492,-0.66,0.67,2.64,-1.32
29.496,-0.63,0.64,2.64,-1.35
29.500,-0.60,0.61,2.64,-1.42
29.504,-0.57,0.58,2.64,-1.45
29.508,-0.54,0.55,2.65,-1.51
29.512,-0.51,0.52,2.65,-1.54
29.516,-0.48,0.49,2.65,-1.58
29.520,-0.44,0.45,2.65,-1.67
29.524,-0.41,0.42,2.65,-1.74
29.528,-0.38,0.39,2.66,-1.71
29.532,-0.34,0.35,2.66,-1.69
29.536,-0.31,0.32,2.66,-1.73
29.540,-0.27,0.28,2.66,-1.65
29.544,-0.24,0.25,2.66,-1.57
29.548,-0.21,0.22,2.66,-1.65
29.552,-0.17,0.18,2.66,-1.73
29.556,-0.14,0.15,2.66,-1.73
29.560,-0.10,0.11,2.66,-1.71
29.564,-0.07,0.08,2.66,-1.73
29.568,-0.03,0.04,2.66,-1.73
29.572,0.00,0.01,2.66,-1.63
29.576,0.01,0.00,2.66,-1.63
29.580,0.05,-0.04,2.66,-1.67
29.584,0.08,-0.07,2.66,-1.62
29.588,0.11,-0.10,2.66,-1.67
29.592,0.14,-0.13,2.66,-1.66
29.596,0.17,-0.16,2.66,-1.50
29.600,0.21,-0.20,2.66,-1.53
29.604,0.23,-0.22,2.66,-1.49
29.608,0.27,-0.26,2.66,-1.55
29.612,0.30,-0.29,2.66,-1.60
29.616,0.33,-0.32,2.66,-1.51
29.620,0.36,-0.35,2.65,-1.47
29.624,0.39,-0.38,2.65,-1.44
29.628,0.41,-0.40,2.65,-1.39
29.632,0.44,-0.43,2.65,-1.36
29.636,0.47,-0.46,2.65,-1.28
29.640,0.49,-0.48,2.65,-1.27
29.644,0.51,-0.50,2.64,-1.15
29.648,0.53,-0.52,2.64,-0.79
29.652,0.53,-0.52,2.64,-0.50
29.656,0.54,-0.53,2.64,-0.27
29.660,0.55,-0.54,2.64,-0.38
29.664,0.56,-0.55,2.63,-0.64
29.668,0.58,-0.57,2.63,-0.84
29.672,0.60,-0.59,2.63,-0.82
29.676,0.61,-0.60,2.63,-0.65
29.680,0.62,-0.61,2.62,-0.47
29.684,0.62,-0.61,2.62,-0.24
29.688,0.62,-0.61,2.62,0.00
29.692,0.62,-0.61,2.62,0.07
29.696,0.62,-0.61,2.61,0.02
29.700,0.62,-0.61,2.61,-0.06
29.704,0.62,-0.61,2.61,-0.12
29.708,0.62,-0.61,2.61,0.00
29.712,0.62,-0.61,2.60,0.02
29.716,0.61,-0.60,2.60,0.13
29.720,0.61,-0.60,2.60,0.17
29.724,0.61,-0.60,2.60,0.17
29.728,0.60,-0.59,2.59,0.25
29.732,0.60,-0.59,2.59,0.23
29.736,0.59,-0.58,2.59,0.27
29.740,0.58,-0.57,2.59,0.34
29.744,0.58,-0.57,2.58,0.29
29.748,0.57,-0.56,2.58,0.36
29.752,0.56,-0.55,2.58,0.42
29.756,0.55,-0.54,2.58,0.48
29.760,0.53,-0.52,2.57,0.74
29.764,0.52,-0.51,2.57,0.82
29.768,0.49,-0.48,2.57,0.97
29.772,0.48,-0.47,2.57,0.94
29.776,0.46,-0.45,2.57,0.77
29.780,0.45,-0.44,2.57,0.69
29.784,0.44,-0.43,2.56,0.64
29.788,0.42,-0.41,2.56,0.69
29.792,0.40,-0.39,2.56,0.82
29.796,0.39,-0.38,2.56,0.81
29.800,0.37,-0.36,2.56,0.78
29.804,0.36,-0.35,2.56,0.72
29.808,0.35,-0.34,2.55,0.53
29.812,0.34,-0.33,2.55,0.47
29.816,0.33,-0.32,2.55,0.47
29.820,0.32,-0.31,2.55,0.55
29.824,0.31,-0.30,2.55,0.64
29.828,0.29,-0.28,2.55,0.71
29.832,0.28,-0.27,2.55,0.68
29.836,0.27,-0.26,2.55,0.58
29.840,0.26,-0.25,2.54,0.54
29.844,0.25,-0.24,2.54,0.51
29.848,0.24,-0.23,2.54,0.40
29.852,0.24,-0.23,2.54,0.29
29.856,0.23,-0.22,2.54,0.25
29.860,0.23,-0.22,2.54,0.18
29.864,0.23,-0.22,2.54,0.09
29.868,0.23,-0.22,2.54,0.00
29.872,0.23,-0.22,2.54,-0.02
29.876,0.23,-0.22,2.54,-0.09
29.880,0.24,-0.23,2.53,-0.21
29.884,0.24,-0.23,2.53,-0.21
29.888,0.25,-0.24,2.53,-0.30
29.892,0.26,-0.25,2.53,-0.39
29.896,0.26,-0.25,2.53,-0.36
29.900,0.27,-0.26,2.53,-0.31
29.904,0.27,-0.26,2.53,-0.19
29.908,0.27,-0.26,2.53,-0.08
29.912,0.28,-0.27,2.53,-0.19
29.916,0.29,-0.28,2.53,-0.27
29.920,0.30,-0.29,2.52,-0.47
29.924,0.32,-0.31,2.52,-0.74
29.928,0.33,-0.32,2.52,-0.73
29.932,0.35,-0.34,2.52,-0.71
29.936,0.36,-0.35,2.52,-0.74
29.940,0.38,-0.37,2.52,-0.83
29.944,0.39,-0.38,2.52,-0.79
29.948,0.41,-0.40,2.51,-0.75
29.952,0.42,-0.41,2.51,-0.78
29.956,0.44,-0.43,2.51,-0.70
29.960,0.45,-0.44,2.51,-0.56
29.964,0.46,-0.45,2.51,-0.45
29.968,0.46,-0.45,2.50,-0.37
29.972,0.47,-0.46,2.50,-0.33
29.976,0.48,-0.47,2.50,-0.36
29.980,0.48,-0.47,2.50,-0.33
29.984,0.49,-0.48,2.50,-0.40
29.988,0.50,-0.49,2.49,-0.36
29.992,0.51,-0.50,2.49,-0.32
29.996,0.51,-0.50,2.49,-0.32
30.000,0.52,-0.51,2.49,-0.25
30.004,0.52,-0.51,2.49,-0.25
30.008,0.53,-0.52,2.48,-0.24
30.012,0.53,-0.52,2.48,-0.21
30.016,0.54,-0.53,2.48,-0.30
30.020,0.54,-0.53,2.48,-0.30
30.024,0.55,-0.54,2.48,-0.24
30.028,0.56,-0.55,2.47,-0.28
30.032,0.56,-0.55,2.47,-0.24
30.036,0.57,-0.56,2.47,-0.30
30.040,0.58,-0.57,2.47,-0.32
30.044,0.58,-0.57,2.46,-0.32
30.048,0.59,-0.58,2.46,-0.26
30.052,0.59,-0.58,2.46,-0.13
30.056,0.59,-0.58,2.46,-0.09
30.060,0.59,-0.58,2.45,-0.12
30.064,0.60,-0.59,2.45,-0.18
30.068,0.61,-0.60,2.45,-0.37
30.072,0.62,-0.61,2.45,-0.46
30.076,0.63,-0.62,2.44,-0.40
30.080,0.63,-0.62,2.44,-0.41
30.084,0.64,-0.63,2.44,-0.44
30.088,0.66,-0.65,2.44,-0.62
30.092,0.68,-0.67,2.43,-0.82
30.096,0.70,-0.69,2.43,-1.07
30.100,0.72,-0.71,2.43,-1.14
30.104,0.74,-0.73,2.43,-1.05
30.108,0.76,-0.75,2.42,-1.01
30.112,0.78,-0.77,2.42,-0.94
30.116,0.80,-0.79,2.42,-0.85
30.120,0.82,-0.81,2.41,-0.89
30.124,0.84,-0.83,2.41,-1.07
30.128,0.87,-0.86,2.41,-1.26
30.132,0.90,-0.89,2.40,-1.37
30.136,0.92,-0.91,2.40,-1.30
30.140,0.95,-0.94,2.39,-1.30
30.144,0.98,-0.97,2.39,-1.31
30.148,1.01,-1.00,2.39,-1.36
30.152,1.04,-1.03,2.38,-1.53
30.156,1.07,-1.06,2.38,-1.56
30.160,1.10,-1.09,2.37,-1.47
30.164,1.12,-1.11,2.37,-1.38
30.168,1.15,-1.14,2.36,-1.24
30.172,1.17,-1.16,2.36,-1.14
30.176,1.19,-1.18,2.36,-1.04
30.180,1.21,-1.20,2.35,-0.94
30.184,1.23,-1.22,2.35,-0.94
30.188,1.24,-1.23,2.34,-0.81
30.192,1.25,-1.24,2.34,-0.62
30.196,1.26,-1.25,2.33,-0.46
30.200,1.26,-1.25,2.33,-0.25
30.204,1.27,-1.26,2.32,-0.12
30.208,1.27,-1.26,2.32,-0.04
30.212,1.27,-1.26,2.31,-0.07
30.216,1.27,-1.26,2.30,0.00
30.220,1.26,-1.25,2.30,0.14
30.224,1.26,-1.25,2.29,0.16
30.228,1.25,-1.24,2.29,0.20
30.232,1.25,-1.24,2.28,0.30
30.236,1.24,-1.23,2.28,0.34
30.240,1.23,-1.22,2.27,0.43
30.244,1.22,-1.21,2.27,0.52
30.248,1.20,-1.19,2.26,0.69
30.252,1.18,-1.17,2.26,0.92
30.256,1.16,-1.15,2.26,1.03
30.260,1.14,-1.13,2.25,0.96
30.264,1.13,-1.12,2.25,0.76
30.268,1.12,-1.11,2.24,0.64
30.272,1.11,-1.10,2.24,0.60
30.276,1.10,-1.09,2.23,0.57
30.280,1.08,-1.07,2.23,0.59
30.284,1.07,-1.06,2.22,0.64
30.288,1.05,-1.04,2.22,0.69
30.292,1.04,-1.03,2.22,0.65
30.296,1.03,-1.02,2.21,0.56
30.300,1.02,-1.01,2.21,0.55
30.304,1.01,-1.00,2.20,0.58
30.308,0.99,-0.98,2.20,0.77
30.312,0.97,-0.96,2.20,0.94
30.316,0.95,-0.94,2.19,1.05
30.320,0.93,-0.92,2.19,1.05
30.324,0.92,-0.91,2.18,0.80
30.328,0.91,-0.90,2.18,0.57
30.332,0.90,-0.89,2.18,0.50
30.336,0.89,-0.88,2.17,0.47
30.340,0.87,-0.86,2.17,0.55
30.344,0.86,-0.85,2.17,0.62
30.348,0.85,-0.84,2.16,0.67
30.352,0.84,-0.83,2.16,0.62
30.356,0.82,-0.81,2.16,0.58
30.360,0.81,-0.80,2.15,0.60
30.364,0.80,-0.79,2.15,0.56
30.368,0.78,-0.77,2.15,0.69
30.372,0.77,-0.76,2.14,0.80
30.376,0.75,-0.74,2.14,0.91
30.380,0.72,-0.71,2.14,1.08
30.384,0.71,-0.70,2.14,1.02
30.388,0.69,-0.68,2.13,0.91
30.392,0.68,-0.67,2.13,0.75
30.396,0.66,-0.65,2.13,0.66
30.400,0.64,-0.63,2.12,0.81
30.404,0.63,-0.62,2.12,0.85
30.408,0.61,-0.60,2.12,0.93
30.412,0.59,-0.58,2.12,0.89
30.416,0.58,-0.57,2.11,0.75
30.420,0.56,-0.55,2.11,0.75
30.424,0.55,-0.54,2.11,0.64
30.428,0.54,-0.53,2.11,0.62
30.432,0.52,-0.51,2.11,0.68
30.436,0.51,-0.50,2.10,0.55
30.440,0.50,-0.49,2.10,0.57
30.444,0.49,-0.48,2.10,0.55
30.448,0.48,-0.47,2.10,0.44
30.452,0.47,-0.46,2.10,0.44
30.456,0.47,-0.46,2.09,0.31
30.460,0.46,-0.45,2.09,0.38
30.464,0.45,-0.44,2.09,0.38
30.468,0.44,-0.43,2.09,0.39
30.472,0.44,-0.43,2.09,0.36
30.476,0.43,-0.42,2.09,0.24
30.480,0.43,-0.42,2.08,0.25
30.484,0.42,-0.41,2.08,0.25
30.488,0.42,-0.41,2.08,0.13
30.492,0.42,-0.41,2.08,0.11
30.496,0.42,-0.41,2.08,0.16
30.500,0.41,-0.40,2.07,0.12
30.504,0.41,-0.40,2.07,0.21
30.508,0.40,-0.39,2.07,0.37
30.512,0.38,-0.37,2.07,0.84
30.516,0.35,-0.34,2.07,1.11
30.520,0.33,-0.32,2.07,1.25
30.524,0.31,-0.30,2.07,1.11
30.528,0.31,-0.30,2.06,0.49
30.532,0.30,-0.29,2.06,0.15
30.536,0.30,-0.29,2.06,0.12
30.540,0.30,-0.29,2.06,0.15
30.544,0.29,-0.28,2.06,0.25
30.548,0.29,-0.28,2.06,0.27
30.552,0.28,-0.27,2.06,0.23
30.556,0.28,-0.27,2.06,0.21
30.560,0.28,-0.27,2.06,0.04
30.564,0.28,-0.27,2.05,-0.02
30.568,0.28,-0.27,2.05,-0.11
30.572,0.28,-0.27,2.05,-0.06
30.576,0.28,-0.27,2.05,-0.01
30.580,0.28,-0.27,2.05,-0.04
30.584,0.29,-0.28,2.05,-0.03
30.588,0.29,-0.28,2.05,-0.11
30.592,0.29,-0.28,2.05,-0.15
30.596,0.29,-0.28,2.04,-0.12
30.600,0.29,-0.28,2.04,-0.01
30.604,0.29,-0.28,2.04,0.15
30.608,0.29,-0.28,2.04,0.18
30.612,0.28,-0.27,2.04,0.08
30.616,0.29,-0.28,2.04,0.02
30.620,0.29,-0.28,2.04,-0.16
30.624,0.29,-0.28,2.04,-0.18
30.628,0.30,-0.29,2.04,-0.10
30.632,0.30,-0.29,2.03,-0.07
30.636,0.30,-0.29,2.03,-0.07
30.640,0.30,-0.29,2.03,-0.08
30.644,0.30,-0.29,2.03,-0.04
30.648,0.30,-0.29,2.03,-0.04
30.652,0.30,-0.29,2.03,-0.02
30.656,0.30,-0.29,2.03,0.02
30.660,0.30,-0.29,2.03,0.17
30.664,0.29,-0.28,2.02,0.35
30.668,0.28,-0.27,2.02,0.38
30.672,0.27,-0.26,2.02,0.35
30.676,0.27,-0.26,2.02,0.27
30.680,0.27,-0.26,2.02,0.19
30.684,0.26,-0.25,2.02,0.29
30.688,0.25,-0.24,2.02,0.40
30.692,0.24,-0.23,2.02,0.51
30.696,0.22,-0.21,2.02,0.59
30.700,0.21,-0.20,2.02,0.58
30.704,0.20,-0.19,2.01,0.66
30.708,0.19,-0.18,2.01,0.67
30.712,0.17,-0.16,2.01,0.61
30.716,0.15,-0.14,2.01,0.81
30.720,0.14,-0.13,2.01,0.95
30.724,0.11,-0.10,2.01,1.01
30.728,0.10,-0.09,2.01,0.90
30.732,0.08,-0.07,2.01,0.72
30.736,0.07,-0.06,2.01,0.64
30.740,0.06,-0.05,2.01,0.51
30.744,0.05,-0.04,2.01,0.56
30.748,0.04,-0.03,2.01,0.59
30.752,0.03,-0.02,2.01,0.54
30.756,0.02,-0.01,2.01,0.57
30.760,0.01,0.00,2.01,0.49
30.764,0.00,0.00,2.01,0.43
30.768,0.00,0.00,2.01,0.43
30.772,0.00,0.00,2.01,0.29
30.776,0.00,0.01,2.01,0.33
30.780,0.00,0.01,2.01,0.22
30.784,0.00,0.01,2.01,0.06
30.788,0.00,0.01,2.01,-0.01
30.792,0.00,0.01,2.01,-0.08
30.796,0.00,0.01,2.01,-0.05
30.800,0.00,0.01,2.01,-0.04
30.804,0.00,0.01,2.01,0.00
30.808,0.00,0.01,2.01,0.12
30.812,0.00,0.01,2.01,0.08
30.816,0.00,0.01,2.01,-0.10
30.820,0.00,0.00,2.01,-0.14
30.824,0.00,0.00,2.01,-0.15
30.828,0.00,0.00,2.01,0.01
30.832,0.00,0.00,2.01,0.05
30.836,0.00,0.01,2.01,0.15
30.840,0.00,0.01,2.01,0.14
30.844,0.00,0.01,2.01,0.00
30.848,0.00,0.01,2.01,-0.06
30.852,0.00,0.00,2.01,-0.17
30.856,0.00,0.00,2.01,-0.14
30.860,0.00,0.00,2.01,-0.05
30.864,0.00,0.00,2.01,-0.09
30.868,0.00,0.00,2.01,-0.01
30.872,0.00,0.00,2.01,0.07
30.876,0.00,0.00,2.01,0.06
30.880,0.00,0.01,2.01,0.17
30.884,0.00,0.01,2.01,0.19
30.888,-0.01,0.02,2.01,0.29
30.892,-0.01,0.02,2.01,0.33
30.896,-0.02,0.03,2.01,0.35
30.900,-0.03,0.04,2.01,0.45
30.904,-0.04,0.05,2.01,0.42
30.908,-0.05,0.06,2.01,0.46
30.912,-0.06,0.07,2.01,0.52
30.916,-0.07,0.08,2.01,0.57
30.920,-0.09,0.10,2.01,0.69
30.924,-0.10,0.11,2.01,0.71
30.928,-0.12,0.13,2.01,0.67
30.932,-0.13,0.14,2.01,0.74
30.936,-0.15,0.16,2.02,0.79
30.940,-0.17,0.18,2.02,0.92
30.944,-0.19,0.20,2.02,1.07
30.948,-0.22,0.23,2.02,1.16
30.952,-0.24,0.25,2.02,1.08
30.956,-0.25,0.26,2.02,0.89
30.960,-0.26,0.27,2.02,0.70
30.964,-0.28,0.29,2.02,0.60
30.968,-0.29,0.30,2.02,0.59
30.972,-0.30,0.31,2.02,0.59
30.976,-0.31,0.32,2.03,0.65
30.980,-0.32,0.33,2.03,0.62
30.984,-0.33,0.34,2.03,0.50
30.988,-0.34,0.35,2.03,0.45
30.992,-0.35,0.36,2.03,0.38
30.996,-0.36,0.37,2.03,0.34
31.000,-0.37,0.38,2.03,0.38
31.004,-0.38,0.39,2.04,0.53
31.008,-0.39,0.40,2.04,0.56
31.012,-0.39,0.40,2.04,0.43
31.016,-0.40,0.41,2.04,0.25
31.020,-0.40,0.41,2.04,0.05
31.024,-0.39,0.40,2.04,-0.08
31.028,-0.39,0.40,2.05,-0.12
31.032,-0.39,0.40,2.05,-0.15
31.036,-0.38,0.39,2.05,-0.25
31.040,-0.37,0.38,2.05,-0.34
31.044,-0.36,0.37,2.05,-0.41
31.048,-0.36,0.37,2.05,-0.30
31.052,-0.36,0.37,2.05,-0.15
31.056,-0.37,0.38,2.06,0.15
31.060,-0.37,0.38,2.06,0.36
31.064,-0.38,0.39,2.06,0.31
31.068,-0.38,0.39,2.06,0.09
31.072,-0.37,0.38,2.06,-0.29
31.076,-0.35,0.36,2.06,-0.54
31.080,-0.34,0.35,2.07,-0.60
31.084,-0.33,0.34,2.07,-0.70
31.088,-0.31,0.32,2.07,-0.71
31.092,-0.29,0.30,2.07,-0.76
31.096,-0.27,0.28,2.07,-0.95
31.100,-0.26,0.27,2.07,-0.90
31.104,-0.24,0.25,2.07,-0.88
31.108,-0.22,0.23,2.07,-0.85
31.112,-0.20,0.21,2.07,-0.86
31.116,-0.18,0.19,2.08,-1.03
31.120,-0.15,0.16,2.08,-1.29
31.124,-0.12,0.13,2.08,-1.53
31.128,-0.09,0.10,2.08,-1.54
31.132,-0.06,0.07,2.08,-1.44
31.136,-0.03,0.04,2.08,-1.43
31.140,-0.01,0.02,2.08,-1.33
31.144,0.00,0.00,2.08,-1.17
31.148,0.02,-0.01,2.08,-1.26
31.152,0.06,-0.05,2.08,-1.61
31.156,0.10,-0.09,2.08,-1.92
31.160,0.14,-0.13,2.08,-2.00
31.164,0.18,-0.17,2.08,-2.03
31.168,0.22,-0.21,2.07,-2.01
31.172,0.26,-0.25,2.07,-1.93
31.176,0.30,-0.29,2.07,-1.88
31.180,0.33,-0.32,2.07,-1.81
31.184,0.37,-0.36,2.07,-1.77
31.188,0.40,-0.39,2.07,-1.69
31.192,0.43,-0.42,2.07,-1.56
31.196,0.46,-0.45,2.06,-1.40
31.200,0.48,-0.47,2.06,-1.20
31.204,0.50,-0.49,2.06,-1.15
31.208,0.53,-0.52,2.06,-1.26
31.212,0.56,-0.55,2.06,-1.28
31.216,0.58,-0.57,2.05,-1.14
31.220,0.60,-0.59,2.05,-1.02
31.224,0.61,-0.60,2.05,-0.90
31.228,0.63,-0.62,2.05,-0.76
31.232,0.64,-0.63,2.04,-0.65
31.236,0.65,-0.64,2.04,-0.55
31.240,0.66,-0.65,2.04,-0.46
31.244,0.67,-0.66,2.04,-0.36
31.248,0.67,-0.66,2.03,-0.25
31.252,0.67,-0.66,2.03,-0.15
31.256,0.67,-0.66,2.03,-0.03
31.260,0.67,-0.66,2.02,0.00
31.264,0.67,-0.66,2.02,-0.02
31.268,0.67,-0.66,2.02,0.00
31.272,0.67,-0.66,2.02,0.03
31.276,0.67,-0.66,2.01,0.16
31.280,0.66,-0.65,2.01,0.36
31.284,0.64,-0.63,2.01,0.54
31.288,0.63,-0.62,2.01,0.73
31.292,0.61,-0.60,2.00,0.76
31.296,0.60,-0.59,2.00,0.64
31.300,0.59,-0.58,2.00,0.53
31.304,0.58,-0.57,2.00,0.52
31.308,0.56,-0.55,1.99,0.71
31.312,0.55,-0.54,1.99,0.88
31.316,0.53,-0.52,1.99,0.95
31.320,0.51,-0.50,1.99,0.86
31.324,0.50,-0.49,1.99,0.60
31.328,0.49,-0.48,1.98,0.44
31.332,0.49,-0.48,1.98,0.36
31.336,0.48,-0.47,1.98,0.33
31.340,0.47,-0.46,1.98,0.35
31.344,0.47,-0.46,1.98,0.34
31.348,0.46,-0.45,1.97,0.32
31.352,0.46,-0.45,1.97,0.27
31.356,0.45,-0.44,1.97,0.19
31.360,0.45,-0.44,1.97,0.19
31.364,0.44,-0.43,1.97,0.18
31.368,0.44,-0.43,1.97,0.20
31.372,0.44,-0.43,1.96,0.20
31.376,0.43,-0.42,1.96,0.17
31.380,0.43,-0.42,1.96,0.08
31.384,0.44,-0.43,1.96,-0.05
31.388,0.44,-0.43,1.96,-0.19
31.392,0.45,-0.44,1.95,-0.26
31.396,0.45,-0.44,1.95,-0.33
31.400,0.47,-0.46,1.95,-0.46
31.404,0.48,-0.47,1.95,-0.52
31.408,0.49,-0.48,1.95,-0.62
31.412,0.51,-0.50,1.94,-0.82
31.416,0.53,-0.52,1.94,-0.97
31.420,0.55,-0.54,1.94,-1.09
31.424,0.58,-0.57,1.94,-1.23
31.428,0.61,-0.60,1.94,-1.36
31.432,0.63,-0.62,1.93,-1.34
31.436,0.66,-0.65,1.93,-1.23
31.440,0.69,-0.68,1.93,-1.31
31.444,0.72,-0.71,1.92,-1.49
31.448,0.75,-0.74,1.92,-1.54
31.452,0.78,-0.77,1.92,-1.59
31.456,0.82,-0.81,1.92,-1.70
31.460,0.85,-0.84,1.91,-1.71
31.464,0.89,-0.88,1.91,-1.74
31.468,0.92,-0.91,1.90,-1.76
31.472,0.96,-0.95,1.90,-1.85
31.476,1.00,-1.00,1.90,-1.88
31.480,1.04,-1.03,1.89,-1.93
31.484,1.08,-1.07,1.89,-2.04
31.488,1.12,-1.11,1.88,-1.93
31.492,1.16,-1.15,1.88,-1.85
31.496,1.19,-1.18,1.87,-1.81
31.500,1.22,-1.21,1.87,-1.66
31.504,1.26,-1.25,1.86,-1.53
31.508,1.28,-1.27,1.86,-1.54
31.512,1.31,-1.30,1.85,-1.48
31.516,1.33,-1.32,1.85,-1.20
31.520,1.34,-1.33,1.84,-0.70
31.524,1.35,-1.34,1.84,-0.42
31.528,1.35,-1.34,1.83,-0.20
31.532,1.36,-1.35,1.83,-0.15
31.536,1.37,-1.36,1.82,-0.46
31.540,1.38,-1.37,1.82,-0.60
31.544,1.39,-1.38,1.81,-0.54
31.548,1.40,-1.39,1.80,-0.46
31.552,1.41,-1.40,1.80,-0.34
31.556,1.42,-1.41,1.79,-0.37
31.560,1.42,-1.41,1.79,-0.30
31.564,1.42,-1.41,1.78,-0.13
31.568,1.43,-1.42,1.78,-0.16
31.572,1.42,-1.41,1.77,-0.04
31.576,1.42,-1.41,1.76,0.03
31.580,1.41,-1.40,1.76,0.24
31.584,1.41,-1.40,1.75,0.37
31.588,1.40,-1.39,1.75,0.42
31.592,1.39,-1.38,1.74,0.47
31.596,1.38,-1.37,1.74,0.39
31.600,1.37,-1.36,1.73,0.39
31.604,1.36,-1.35,1.73,0.46
31.608,1.35,-1.34,1.72,0.61
31.612,1.33,-1.32,1.71,0.95
31.616,1.30,-1.29,1.71,1.20
31.620,1.27,-1.26,1.70,1.33
31.624,1.25,-1.24,1.70,1.32
31.628,1.23,-1.22,1.69,0.98
31.632,1.22,-1.21,1.69,0.82
31.636,1.20,-1.19,1.68,0.78
31.640,1.18,-1.17,1.68,0.84
31.644,1.16,-1.15,1.68,0.94
31.648,1.14,-1.13,1.67,0.99
31.652,1.12,-1.11,1.67,1.02
31.656,1.10,-1.09,1.66,0.93
31.660,1.09,-1.08,1.66,0.82
31.664,1.07,-1.06,1.65,0.82
31.668,1.06,-1.05,1.65,0.84
31.672,1.04,-1.03,1.64,0.90
31.676,1.02,-1.01,1.64,0.99
31.680,1.00,-1.00,1.64,0.96
31.684,0.98,-0.97,1.63,0.86
31.688,0.97,-0.96,1.63,0.60
31.692,0.96,-0.95,1.63,0.49
31.696,0.95,-0.94,1.62,0.44
31.700,0.94,-0.93,1.62,0.51
31.704,0.93,-0.92,1.61,0.64
31.708,0.91,-0.90,1.61,0.69
31.712,0.90,-0.89,1.61,0.69
31.716,0.89,-0.88,1.60,0.64
31.720,0.88,-0.87,1.60,0.47
31.724,0.87,-0.86,1.60,0.37
31.728,0.86,-0.85,1.59,0.46
31.732,0.85,-0.84,1.59,0.61
31.736,0.83,-0.82,1.59,0.73
31.740,0.82,-0.81,1.58,0.60
31.744,0.81,-0.80,1.58,0.61
31.748,0.80,-0.79,1.58,0.45
31.752,0.79,-0.78,1.57,0.37
31.756,0.79,-0.78,1.57,0.44
31.760,0.77,-0.76,1.57,0.52
31.764,0.76,-0.75,1.56,0.74
31.768,0.74,-0.73,1.56,0.90
31.772,0.72,-0.71,1.56,0.87
31.776,0.70,-0.69,1.55,0.82
31.780,0.69,-0.68,1.55,0.68
31.784,0.68,-0.67,1.55,0.56
31.788,0.67,-0.66,1.55,0.67
31.792,0.65,-0.64,1.54,0.70
31.796,0.64,-0.63,1.54,0.81
31.800,0.62,-0.61,1.54,0.77
31.804,0.61,-0.60,1.54,0.75
31.808,0.59,-0.58,1.53,0.74
31.812,0.58,-0.57,1.53,0.72
31.816,0.56,-0.55,1.53,0.78
31.820,0.55,-0.54,1.53,0.78
31.824,0.53,-0.52,1.52,0.73
31.828,0.51,-0.50,1.52,0.77
31.832,0.50,-0.49,1.52,0.75
31.836,0.49,-0.48,1.52,0.66
31.840,0.48,-0.47,1.52,0.62
31.844,0.46,-0.45,1.52,0.70
31.848,0.44,-0.43,1.51,0.89
31.852,0.42,-0.41,1.51,0.93
31.856,0.40,-0.39,1.51,1.03
31.860,0.38,-0.37,1.51,1.02
31.864,0.36,-0.35,1.51,0.86
31.868,0.35,-0.34,1.51,0.84
31.872,0.33,-0.32,1.50,0.87
31.876,0.31,-0.30,1.50,0.91
31.880,0.29,-0.28,1.50,0.96
31.884,0.27,-0.26,1.50,1.05
31.888,0.24,-0.23,1.50,1.18
31.892,0.22,-0.21,1.50,1.19
31.896,0.20,-0.19,1.50,1.14
31.900,0.17,-0.16,1.50,1.20
31.904,0.15,-0.14,1.50,1.29
31.908,0.12,-0.11,1.50,1.31
31.912,0.09,-0.08,1.50,1.38
31.916,0.06,-0.05,1.50,1.43
31.920,0.03,-0.02,1.50,1.39
31.924,0.01,0.00,1.50,1.36
31.928,0.00,0.01,1.50,1.31
31.932,-0.03,0.04,1.50,1.33
31.936,-0.06,0.07,1.50,1.44
31.940,-0.09,0.10,1.50,1.61
31.944,-0.12,0.13,1.50,1.69
31.948,-0.15,0.16,1.50,1.60
31.952,-0.18,0.19,1.50,1.36
31.956,-0.20,0.21,1.50,1.21
31.960,-0.22,0.23,1.50,1.11
31.964,-0.25,0.26,1.50,1.14
31.968,-0.27,0.28,1.50,1.26
31.972,-0.30,0.31,1.50,1.33
31.976,-0.33,0.34,1.50,1.33
31.980,-0.35,0.36,1.51,1.20
31.984,-0.37,0.38,1.51,0.99
31.988,-0.38,0.39,1.51,0.79
31.992,-0.39,0.40,1.51,0.67
31.996,-0.41,0.42,1.51,0.64
32.000,-0.42,0.43,1.51,0.60
32.004,-0.42,0.43,1.52,0.36
32.008,-0.43,0.44,1.52,0.28
32.012,-0.43,0.44,1.52,0.19
32.016,-0.43,0.44,1.52,0.06
32.020,-0.43,0.44,1.52,-0.03
32.024,-0.43,0.44,1.53,-0.11
