time,pitch,p,i,d
23.732,-0.06,0.07,1.05,1.86
23.736,-0.09,0.10,1.05,1.62
23.740,-0.12,0.13,1.06,1.44
23.744,-0.14,0.15,1.06,1.26
23.748,-0.16,0.17,1.06,1.03
23.752,-0.18,0.19,1.06,0.89
23.756,-0.19,0.20,1.06,0.72
23.760,-0.20,0.21,1.06,0.56
23.764,-0.20,0.21,1.06,0.30
23.768,-0.20,0.21,1.06,0.05
23.772,-0.20,0.21,1.06,0.00
23.776,-0.20,0.21,1.06,-0.16
23.780,-0.19,0.20,1.06,-0.40
23.784,-0.17,0.18,1.06,-0.56
23.788,-0.15,0.16,1.06,-0.80
23.792,-0.13,0.14,1.07,-0.95
23.796,-0.11,0.12,1.07,-1.10
23.800,-0.09,0.10,1.07,-0.98
23.804,-0.08,0.09,1.07,-0.79
23.808,-0.07,0.08,1.07,-0.64
23.812,-0.05,0.06,1.07,-0.61
23.816,-0.03,0.04,1.07,-0.92
23.820,0.00,0.01,1.07,-1.33
23.824,0.02,-0.01,1.07,-1.66
23.828,0.05,-0.04,1.07,-1.78
23.832,0.08,-0.07,1.07,-1.64
23.836,0.11,-0.10,1.07,-1.42
23.840,0.13,-0.12,1.07,-1.28
23.844,0.16,-0.15,1.07,-1.34
23.848,0.20,-0.19,1.06,-1.71
23.852,0.24,-0.23,1.06,-1.96
23.856,0.28,-0.27,1.06,-2.01
23.860,0.31,-0.30,1.06,-1.58
23.864,0.33,-0.32,1.06,-1.18
23.868,0.35,-0.34,1.06,-1.05
23.872,0.37,-0.36,1.06,-1.01
23.876,0.41,-0.40,1.06,-1.39
23.880,0.44,-0.43,1.05,-1.78
23.884,0.48,-0.47,1.05,-1.77
23.888,0.51,-0.50,1.05,-1.68
23.892,0.53,-0.52,1.05,-1.35
23.896,0.55,-0.54,1.05,-0.98
23.900,0.57,-0.56,1.04,-0.85
23.904,0.58,-0.57,1.04,-0.65
23.908,0.59,-0.58,1.04,-0.67
23.912,0.61,-0.60,1.04,-0.64
23.916,0.62,-0.61,1.03,-0.63
23.920,0.62,-0.61,1.03,-0.45
23.924,0.62,-0.61,1.03,-0.02
23.928,0.62,-0.61,1.03,0.21
23.932,0.60,-0.59,1.02,0.50
23.936,0.59,-0.58,1.02,0.71
23.940,0.58,-0.57,1.02,0.60
23.944,0.56,-0.55,1.02,0.55
23.948,0.55,-0.54,1.01,0.64
23.952,0.53,-0.52,1.01,0.75
23.956,0.51,-0.50,1.01,0.96
23.960,0.49,-0.48,1.01,1.20
23.964,0.46,-0.45,1.01,1.37
23.968,0.43,-0.42,1.00,1.38
23.972,0.40,-0.39,1.00,1.34
23.976,0.38,-0.37,1.00,1.27
23.980,0.35,-0.34,1.00,1.26
23.984,0.33,-0.32,1.00,1.31
23.988,0.30,-0.29,1.00,1.27
23.992,0.28,-0.27,1.00,1.27
23.996,0.25,-0.24,0.99,1.25
24.000,0.23,-0.22,0.99,1.13
24.004,0.21,-0.20,0.99,1.13
24.008,0.18,-0.17,0.99,1.24
24.012,0.15,-0.14,0.99,1.41
24.016,0.12,-0.11,0.99,1.59
24.020,0.08,-0.07,0.99,1.64
24.024,0.06,-0.05,0.99,1.46
24.028,0.05,-0.04,0.99,0.97
24.032,0.03,-0.02,0.99,0.61
24.036,0.02,-0.01,0.99,0.51
24.040,0.02,-0.01,0.99,0.45
24.044,0.01,0.00,0.99,0.43
24.048,0.00,0.00,0.99,0.39
24.052,0.00,0.00,0.99,0.29
24.056,0.00,0.00,0.99,0.09
24.060,0.01,0.00,0.99,-0.30
24.064,0.02,-0.01,0.99,-0.53
24.068,0.03,-0.02,0.99,-0.63
24.072,0.05,-0.04,0.99,-0.74
24.076,0.07,-0.06,0.99,-0.79
24.080,0.08,-0.07,0.99,-0.85
24.084,0.11,-0.10,0.99,-1.00
24.088,0.13,-0.12,0.99,-1.21
24.092,0.16,-0.15,0.99,-1.40
24.096,0.19,-0.18,0.99,-1.54
24.100,0.23,-0.22,0.99,-1.62
24.104,0.26,-0.25,0.98,-1.72
24.108,0.30,-0.29,0.98,-1.80
24.112,0.34,-0.33,0.98,-1.92
24.116,0.38,-0.37,0.98,-2.00
24.120,0.42,-0.41,0.98,-1.98
24.124,0.46,-0.45,0.98,-1.98
24.128,0.50,-0.49,0.97,-1.92
24.132,0.54,-0.53,0.97,-1.83
24.136,0.58,-0.57,0.97,-1.91
24.140,0.62,-0.61,0.97,-2.11
24.144,0.67,-0.66,0.96,-2.25
24.148,0.71,-0.70,0.96,-2.30
24.152,0.76,-0.75,0.96,-2.27
24.156,0.80,-0.79,0.96,-2.27
24.160,0.84,-0.83,0.95,-2.16
24.164,0.88,-0.87,0.95,-2.02
24.168,0.93,-0.92,0.95,-2.01
24.172,0.97,-0.96,0.94,-2.08
24.176,1.02,-1.01,0.94,-2.29
24.180,1.06,-1.05,0.93,-2.41
24.184,1.12,-1.11,0.93,-2.46
24.188,1.16,-1.15,0.92,-2.45
24.192,1.21,-1.20,0.92,-2.33
24.196,1.25,-1.24,0.91,-2.17
24.200,1.29,-1.28,0.91,-1.97
24.204,1.32,-1.31,0.90,-1.73
24.208,1.36,-1.35,0.90,-1.70
24.212,1.39,-1.38,0.89,-1.82
24.216,1.44,-1.43,0.89,-1.96
24.220,1.48,-1.47,0.88,-2.06
24.224,1.51,-1.50,0.87,-1.84
24.228,1.55,-1.54,0.87,-1.73
24.232,1.57,-1.56,0.86,-1.50
24.236,1.60,-1.59,0.86,-1.44
24.240,1.63,-1.62,0.85,-1.51
24.244,1.66,-1.65,0.84,-1.35
24.248,1.68,-1.67,0.84,-1.25
24.252,1.71,-1.70,0.83,-1.20
24.256,1.72,-1.71,0.82,-1.00
24.260,1.74,-1.73,0.81,-0.83
24.264,1.75,-1.74,0.81,-0.65
24.268,1.76,-1.75,0.80,-0.41
24.272,1.77,-1.76,0.79,-0.39
24.276,1.77,-1.76,0.79,-0.24
24.280,1.77,-1.76,0.78,-0.20
24.284,1.77,-1.76,0.77,0.00
24.288,1.77,-1.76,0.77,0.18
24.292,1.75,-1.74,0.76,0.41
24.296,1.73,-1.72,0.75,0.81
24.300,1.71,-1.70,0.74,1.10
24.304,1.68,-1.67,0.74,1.29
24.308,1.66,-1.65,0.73,1.28
24.312,1.64,-1.63,0.72,1.04
24.316,1.62,-1.61,0.72,0.86
24.320,1.60,-1.59,0.71,0.89
24.324,1.58,-1.57,0.71,1.03
24.328,1.56,-1.55,0.70,1.24
24.332,1.53,-1.52,0.69,1.25
24.336,1.51,-1.50,0.69,1.18
24.340,1.49,-1.48,0.68,1.13
24.344,1.47,-1.46,0.67,1.05
24.348,1.45,-1.44,0.67,0.91
24.352,1.43,-1.42,0.66,0.83
24.356,1.42,-1.41,0.66,0.79
24.360,1.40,-1.39,0.65,0.71
24.364,1.39,-1.38,0.65,0.63
24.368,1.38,-1.37,0.64,0.54
24.372,1.37,-1.36,0.64,0.45
24.376,1.37,-1.36,0.63,0.38
24.380,1.36,-1.35,0.62,0.24
24.384,1.36,-1.35,0.62,0.16
24.388,1.36,-1.35,0.61,0.15
24.392,1.35,-1.34,0.61,0.29
24.396,1.34,-1.33,0.60,0.56
24.400,1.32,-1.31,0.60,0.72
24.404,1.31,-1.30,0.59,0.62
24.408,1.31,-1.30,0.59,0.24
24.412,1.31,-1.30,0.58,-0.09
24.416,1.32,-1.31,0.58,-0.15
24.420,1.32,-1.31,0.57,-0.09
24.424,1.32,-1.31,0.57,0.00
24.428,1.31,-1.30,0.56,0.20
24.432,1.31,-1.30,0.56,0.26
24.436,1.30,-1.29,0.55,0.17
24.440,1.31,-1.30,0.54,-0.08
24.444,1.31,-1.30,0.54,-0.07
24.448,1.30,-1.29,0.53,0.10
24.452,1.30,-1.29,0.53,0.19
24.456,1.29,-1.28,0.52,0.27
24.460,1.29,-1.28,0.52,0.27
24.464,1.28,-1.27,0.51,0.20
24.468,1.28,-1.27,0.51,0.08
24.472,1.29,-1.28,0.50,-0.04
24.476,1.29,-1.28,0.50,-0.17
24.480,1.29,-1.28,0.49,-0.17
24.484,1.29,-1.28,0.49,0.10
24.488,1.27,-1.26,0.48,0.52
24.492,1.25,-1.24,0.48,0.80
24.496,1.24,-1.23,0.47,0.81
24.500,1.24,-1.23,0.47,0.49
24.504,1.24,-1.23,0.46,0.11
24.508,1.24,-1.23,0.46,-0.16
24.512,1.24,-1.23,0.45,-0.19
24.516,1.25,-1.24,0.45,-0.10
24.520,1.25,-1.24,0.44,-0.13
24.524,1.25,-1.24,0.44,-0.05
24.528,1.25,-1.24,0.43,0.01
24.532,1.25,-1.24,0.43,0.00
24.536,1.25,-1.24,0.42,0.03
24.540,1.25,-1.24,0.42,-0.04
24.544,1.25,-1.24,0.41,-0.04
24.548,1.25,-1.24,0.41,0.05
24.552,1.24,-1.23,0.40,0.17
24.556,1.24,-1.23,0.40,0.28
24.560,1.23,-1.22,0.39,0.32
24.564,1.22,-1.21,0.39,0.39
24.568,1.21,-1.20,0.38,0.40
24.572,1.21,-1.20,0.38,0.37
24.576,1.19,-1.18,0.37,0.48
24.580,1.18,-1.17,0.37,0.65
24.584,1.16,-1.15,0.36,0.93
24.588,1.13,-1.12,0.36,1.22
24.592,1.10,-1.09,0.35,1.35
24.596,1.08,-1.07,0.35,1.40
24.600,1.05,-1.04,0.35,1.32
24.604,1.02,-1.01,0.34,1.29
24.608,0.99,-0.98,0.34,1.40
24.612,0.96,-0.95,0.33,1.51
24.616,0.93,-0.92,0.33,1.60
24.620,0.89,-0.88,0.33,1.73
24.624,0.86,-0.85,0.32,1.84
24.628,0.82,-0.81,0.32,1.79
24.632,0.79,-0.78,0.32,1.76
24.636,0.75,-0.74,0.31,1.68
24.640,0.72,-0.71,0.31,1.73
24.644,0.68,-0.67,0.31,1.83
24.648,0.65,-0.64,0.31,1.73
24.652,0.61,-0.60,0.30,1.77
24.656,0.57,-0.56,0.30,1.82
24.660,0.54,-0.53,0.30,1.83
24.664,0.50,-0.49,0.30,1.80
24.668,0.47,-0.46,0.29,1.69
24.672,0.44,-0.43,0.29,1.66
24.676,0.40,-0.39,0.29,1.61
24.680,0.38,-0.37,0.29,1.45
24.684,0.35,-0.34,0.29,1.35
24.688,0.33,-0.32,0.29,1.27
24.692,0.30,-0.29,0.29,1.23
24.696,0.28,-0.27,0.28,1.17
24.700,0.26,-0.25,0.28,0.96
24.704,0.24,-0.23,0.28,1.01
24.708,0.22,-0.21,0.28,0.92
24.712,0.21,-0.20,0.28,0.79
24.716,0.20,-0.19,0.28,0.71
24.720,0.18,-0.17,0.28,0.59
24.724,0.18,-0.17,0.28,0.50
24.728,0.17,-0.16,0.28,0.39
24.732,0.16,-0.15,0.28,0.33
24.736,0.15,-0.14,0.28,0.38
24.740,0.15,-0.14,0.28,0.33
24.744,0.14,-0.13,0.28,0.23
24.748,0.15,-0.14,0.27,0.07
24.752,0.15,-0.14,0.27,-0.22
24.756,0.16,-0.15,0.27,-0.38
24.760,0.18,-0.17,0.27,-0.61
24.764,0.19,-0.18,0.27,-0.58
24.768,0.20,-0.19,0.27,-0.48
24.772,0.19,-0.18,0.27,-0.09
24.776,0.17,-0.16,0.27,0.61
24.780,0.15,-0.14,0.27,1.10
24.784,0.13,-0.12,0.27,1.17
24.788,0.11,-0.10,0.27,0.78
24.792,0.14,-0.13,0.27,-0.22
24.796,0.15,-0.14,0.27,-0.84
24.800,0.16,-0.15,0.27,-0.73
24.804,0.18,-0.17,0.27,-0.70
24.808,0.19,-0.18,0.26,-0.62
24.812,0.21,-0.20,0.26,-0.73
24.816,0.22,-0.21,0.26,-0.66
24.820,0.24,-0.23,0.26,-0.71
24.824,0.25,-0.24,0.26,-0.68
24.828,0.26,-0.25,0.26,-0.48
24.832,0.26,-0.25,0.26,-0.38
24.836,0.26,-0.25,0.26,-0.20
24.840,0.27,-0.26,0.26,-0.10
24.844,0.27,-0.26,0.26,-0.14
24.848,0.27,-0.26,0.25,-0.17
24.852,0.28,-0.27,0.25,-0.15
24.856,0.27,-0.26,0.25,-0.01
24.860,0.27,-0.26,0.25,0.22
24.864,0.26,-0.25,0.25,0.39
24.868,0.24,-0.23,0.25,0.66
24.872,0.23,-0.22,0.25,0.79
24.876,0.21,-0.20,0.25,0.79
24.880,0.20,-0.19,0.25,0.74
24.884,0.18,-0.17,0.25,0.74
24.888,0.16,-0.15,0.25,0.89
24.892,0.14,-0.13,0.24,1.04
24.896,0.11,-0.10,0.24,1.20
24.900,0.08,-0.07,0.24,1.38
24.904,0.05,-0.04,0.24,1.55
24.908,0.02,-0.01,0.24,1.63
24.912,0.00,0.01,0.24,1.73
24.916,-0.03,0.04,0.24,1.79
24.920,-0.08,0.09,0.24,1.89
24.924,-0.12,0.13,0.24,2.05
24.928,-0.16,0.17,0.25,2.20
24.932,-0.21,0.22,0.25,2.35
24.936,-0.26,0.27,0.25,2.38
24.940,-0.31,0.32,0.25,2.38
24.944,-0.36,0.37,0.25,2.53
24.948,-0.41,0.42,0.25,2.63
24.952,-0.47,0.48,0.25,2.69
24.956,-0.53,0.54,0.26,2.88
24.960,-0.59,0.60,0.26,3.05
24.964,-0.66,0.67,0.26,3.24
24.968,-0.72,0.73,0.26,3.29
24.972,-0.79,0.80,0.27,3.29
24.976,-0.86,0.87,0.27,3.42
24.980,-0.93,0.94,0.27,3.53
24.984,-1.01,1.02,0.28,3.66
24.988,-1.08,1.09,0.28,3.69
24.992,-1.16,1.17,0.29,3.73
24.996,-1.23,1.24,0.29,3.84
25.000,-1.30,1.31,0.30,3.65
25.004,-1.37,1.38,0.30,3.41
25.008,-1.44,1.45,0.31,3.34
25.012,-1.50,1.51,0.32,3.20
25.016,-1.56,1.57,0.32,3.13
25.020,-1.62,1.63,0.33,3.04
25.024,-1.68,1.69,0.34,2.97
25.028,-1.73,1.74,0.34,2.87
25.032,-1.79,1.80,0.35,2.71
25.036,-1.84,1.85,0.36,2.73
25.040,-1.89,1.90,0.36,2.57
25.044,-1.95,1.96,0.37,2.56
25.048,-2.00,2.01,0.38,2.65
25.052,-2.04,2.05,0.39,2.47
25.056,-2.09,2.10,0.40,2.39
25.060,-2.14,2.15,0.41,2.29
25.064,-2.18,2.19,0.41,2.13
25.068,-2.22,2.23,0.42,2.08
25.072,-2.26,2.27,0.43,1.99
25.076,-2.29,2.30,0.44,1.85
25.080,-2.33,2.34,0.45,1.75
25.084,-2.36,2.37,0.46,1.62
25.088,-2.39,2.40,0.47,1.59
25.092,-2.42,2.43,0.48,1.55
25.096,-2.45,2.46,0.49,1.51
25.100,-2.48,2.49,0.50,1.47
25.104,-2.51,2.52,0.51,1.35
25.108,-2.52,2.53,0.52,1.11
25.112,-2.54,2.55,0.53,0.95
25.116,-2.55,2.56,0.54,0.75
25.120,-2.57,2.58,0.55,0.59
25.124,-2.58,2.59,0.56,0.57
25.128,-2.58,2.59,0.57,0.37
25.132,-2.59,2.60,0.58,0.21
25.136,-2.58,2.59,0.59,0.02
25.140,-2.58,2.59,0.60,-0.07
25.144,-2.57,2.58,0.61,-0.23
25.148,-2.57,2.58,0.62,-0.31
25.152,-2.56,2.57,0.63,-0.35
25.156,-2.55,2.56,0.64,-0.44
25.160,-2.54,2.55,0.65,-0.46
25.164,-2.54,2.55,0.66,-0.36
25.168,-2.53,2.54,0.67,-0.27
25.172,-2.52,2.53,0.68,-0.40
25.176,-2.50,2.51,0.69,-0.67
25.180,-2.48,2.49,0.70,-1.03
25.184,-2.45,2.46,0.71,-1.21
25.188,-2.42,2.43,0.72,-1.37
25.192,-2.40,2.41,0.73,-1.19
25.196,-2.38,2.39,0.74,-1.00
25.200,-2.36,2.37,0.75,-1.00
25.204,-2.34,2.35,0.76,-1.02
25.208,-2.31,2.32,0.77,-1.37
25.212,-2.28,2.29,0.78,-1.59
25.216,-2.24,2.25,0.79,-1.64
25.220,-2.20,2.21,0.80,-1.87
25.224,-2.17,2.18,0.81,-1.74
25.228,-2.14,2.15,0.82,-1.63
25.232,-2.09,2.10,0.82,-1.95
25.236,-2.05,2.06,0.83,-2.05
25.240,-2.02,2.03,0.84,-1.91
25.244,-1.98,1.99,0.85,-1.72
25.248,-1.95,1.96,0.86,-1.71
25.252,-1.93,1.94,0.86,-1.42
25.256,-1.90,1.91,0.87,-1.25
25.260,-1.86,1.87,0.88,-1.61
25.264,-1.82,1.83,0.89,-1.97
25.268,-1.78,1.79,0.89,-2.14
25.272,-1.73,1.74,0.90,-2.13
25.276,-1.69,1.70,0.91,-2.23
25.280,-1.64,1.65,0.91,-2.38
25.284,-1.59,1.60,0.92,-2.27
25.288,-1.54,1.55,0.93,-2.31
25.292,-1.49,1.50,0.93,-2.50
25.296,-1.45,1.46,0.94,-2.30
25.300,-1.40,1.41,0.95,-2.23
25.304,-1.36,1.37,0.95,-2.22
25.308,-1.32,1.33,0.96,-2.10
25.312,-1.28,1.29,0.96,-2.04
25.316,-1.24,1.25,0.97,-2.10
25.320,-1.19,1.20,0.97,-2.33
25.324,-1.13,1.14,0.98,-2.69
25.328,-1.07,1.08,0.98,-2.78
25.332,-1.02,1.03,0.98,-2.68
25.336,-0.97,0.98,0.99,-2.56
25.340,-0.92,0.93,0.99,-2.49
25.344,-0.87,0.88,1.00,-2.35
25.348,-0.83,0.84,1.00,-2.28
25.352,-0.78,0.79,1.00,-2.38
25.356,-0.74,0.75,1.00,-2.21
25.360,-0.70,0.71,1.01,-2.13
25.364,-0.65,0.66,1.01,-2.10
25.368,-0.62,0.63,1.01,-1.93
25.372,-0.58,0.59,1.02,-1.92
25.376,-0.54,0.55,1.02,-1.84
25.380,-0.51,0.52,1.02,-1.68
25.384,-0.48,0.49,1.02,-1.62
25.388,-0.45,0.46,1.02,-1.44
25.392,-0.43,0.44,1.03,-1.27
25.396,-0.41,0.42,1.03,-1.06
25.400,-0.39,0.40,1.03,-0.93
25.404,-0.37,0.38,1.03,-0.84
25.408,-0.36,0.37,1.03,-0.62
25.412,-0.35,0.36,1.03,-0.57
25.416,-0.34,0.35,1.03,-0.47
25.420,-0.34,0.35,1.04,-0.21
25.424,-0.34,0.35,1.04,0.00
25.428,-0.36,0.37,1.04,0.40
25.432,-0.37,0.38,1.04,0.74
25.436,-0.39,0.40,1.04,0.82
25.440,-0.41,0.42,1.04,0.80
25.444,-0.41,0.42,1.05,0.50
25.448,-0.42,0.43,1.05,0.35
25.452,-0.43,0.44,1.05,0.50
25.456,-0.45,0.46,1.05,0.87
25.460,-0.48,0.49,1.05,1.23
25.464,-0.51,0.52,1.05,1.39
25.468,-0.53,0.54,1.06,1.33
25.472,-0.54,0.55,1.06,0.82
25.476,-0.55,0.56,1.06,0.41
25.480,-0.56,0.57,1.06,0.39
25.484,-0.56,0.57,1.07,0.35
25.488,-0.58,0.59,1.07,0.51
25.492,-0.59,0.60,1.07,0.59
25.496,-0.60,0.61,1.07,0.47
25.500,-0.61,0.62,1.08,0.51
25.504,-0.61,0.62,1.08,0.41
25.508,-0.62,0.63,1.08,0.26
25.512,-0.62,0.63,1.08,0.17
25.516,-0.63,0.64,1.09,0.22
25.520,-0.63,0.64,1.09,0.29
25.524,-0.64,0.65,1.09,0.19
25.528,-0.64,0.65,1.09,0.17
25.532,-0.64,0.65,1.10,0.16
25.536,-0.64,0.65,1.10,0.08
25.540,-0.65,0.66,1.10,0.16
25.544,-0.65,0.66,1.10,0.21
25.548,-0.66,0.67,1.11,0.20
25.552,-0.66,0.67,1.11,0.26
25.556,-0.67,0.68,1.11,0.19
25.560,-0.67,0.68,1.12,0.22
25.564,-0.67,0.68,1.12,0.09
25.568,-0.67,0.68,1.12,0.05
25.572,-0.68,0.69,1.12,0.20
25.576,-0.68,0.69,1.13,0.26
25.580,-0.69,0.70,1.13,0.34
25.584,-0.70,0.71,1.13,0.38
25.588,-0.70,0.71,1.13,0.30
25.592,-0.71,0.72,1.14,0.31
25.596,-0.72,0.73,1.14,0.36
25.600,-0.73,0.74,1.14,0.51
25.604,-0.75,0.76,1.15,0.74
25.608,-0.76,0.77,1.15,0.74
25.612,-0.78,0.79,1.15,0.79
25.616,-0.78,0.79,1.16,0.55
25.620,-0.80,0.81,1.16,0.40
25.624,-0.80,0.81,1.16,0.48
25.628,-0.82,0.83,1.17,0.61
25.632,-0.84,0.85,1.17,0.91
25.636,-0.86,0.87,1.17,1.08
25.640,-0.89,0.90,1.18,1.11
25.644,-0.91,0.92,1.18,1.09
25.648,-0.92,0.93,1.18,0.82
25.652,-0.94,0.95,1.19,0.80
25.656,-0.96,0.97,1.19,1.06
25.660,-0.98,0.99,1.20,1.04
25.664,-1.00,1.01,1.20,1.07
25.668,-1.02,1.03,1.20,0.91
25.672,-1.03,1.04,1.21,0.76
25.676,-1.05,1.06,1.21,0.69
25.680,-1.07,1.08,1.22,0.88
25.684,-1.10,1.11,1.22,1.31
25.688,-1.14,1.15,1.23,1.66
25.692,-1.17,1.18,1.23,1.81
25.696,-1.21,1.22,1.24,1.76
25.700,-1.23,1.24,1.24,1.36
25.704,-1.24,1.25,1.25,0.89
25.708,-1.26,1.27,1.25,0.80
25.712,-1.28,1.29,1.26,0.96
25.716,-1.30,1.31,1.26,1.15
25.720,-1.33,1.34,1.27,1.17
25.724,-1.35,1.36,1.27,1.21
25.728,-1.37,1.38,1.28,1.00
25.732,-1.38,1.39,1.28,0.69
25.736,-1.39,1.40,1.29,0.59
25.740,-1.40,1.41,1.29,0.54
25.744,-1.42,1.43,1.30,0.60
25.748,-1.42,1.43,1.31,0.48
25.752,-1.42,1.43,1.31,0.19
25.756,-1.43,1.44,1.32,0.12
25.760,-1.43,1.44,1.32,0.06
25.764,-1.44,1.45,1.33,0.24
25.768,-1.45,1.46,1.33,0.59
25.772,-1.47,1.48,1.34,0.76
25.776,-1.47,1.48,1.35,0.52
25.780,-1.46,1.47,1.35,-0.09
25.784,-1.45,1.46,1.36,-0.64
25.788,-1.42,1.43,1.36,-1.01
25.792,-1.40,1.41,1.37,-1.10
25.796,-1.38,1.39,1.38,-1.07
25.800,-1.35,1.36,1.38,-1.21
25.804,-1.33,1.34,1.39,-1.30
25.808,-1.29,1.30,1.39,-1.44
25.812,-1.26,1.27,1.40,-1.54
25.816,-1.24,1.25,1.40,-1.37
25.820,-1.21,1.22,1.41,-1.22
25.824,-1.20,1.21,1.41,-1.00
25.828,-1.18,1.19,1.42,-0.96
25.832,-1.15,1.16,1.42,-1.16
25.836,-1.11,1.12,1.43,-1.54
25.840,-1.08,1.09,1.43,-1.82
25.844,-1.05,1.06,1.43,-1.66
25.848,-1.02,1.03,1.44,-1.41
25.852,-1.00,1.00,1.44,-1.37
25.856,-0.97,0.98,1.45,-1.36
25.860,-0.93,0.94,1.45,-1.47
25.864,-0.90,0.91,1.45,-1.74
25.868,-0.86,0.87,1.46,-1.81
25.872,-0.83,0.84,1.46,-1.72
25.876,-0.80,0.81,1.46,-1.55
25.880,-0.77,0.78,1.47,-1.44
25.884,-0.75,0.76,1.47,-1.27
25.888,-0.72,0.73,1.47,-1.28
25.892,-0.69,0.70,1.48,-1.45
25.896,-0.66,0.67,1.48,-1.50
25.900,-0.63,0.64,1.48,-1.48
25.904,-0.60,0.61,1.48,-1.35
25.908,-0.58,0.59,1.49,-1.19
25.912,-0.55,0.56,1.49,-1.15
25.916,-0.54,0.55,1.49,-1.01
25.920,-0.52,0.53,1.49,-0.88
25.924,-0.50,0.51,1.49,-0.87
25.928,-0.49,0.50,1.50,-0.75
25.932,-0.47,0.48,1.50,-0.70
25.936,-0.47,0.48,1.50,-0.54
25.940,-0.45,0.46,1.50,-0.50
25.944,-0.45,0.46,1.50,-0.43
25.948,-0.44,0.45,1.51,-0.34
25.952,-0.43,0.44,1.51,-0.36
25.956,-0.43,0.44,1.51,-0.23
25.960,-0.43,0.44,1.51,-0.08
25.964,-0.43,0.44,1.51,-0.01
25.968,-0.43,0.44,1.51,0.04
25.972,-0.43,0.44,1.52,0.03
25.976,-0.43,0.44,1.52,-0.09
25.980,-0.42,0.43,1.52,-0.18
25.984,-0.42,0.43,1.52,-0.17
25.988,-0.42,0.43,1.52,-0.06
25.992,-0.41,0.42,1.52,-0.09
25.996,-0.42,0.43,1.53,-0.03
26.000,-0.41,0.42,1.53,-0.05
26.004,-0.41,0.42,1.53,-0.16
26.008,-0.40,0.41,1.53,-0.22
26.012,-0.40,0.41,1.53,-0.31
26.016,-0.39,0.40,1.54,-0.33
26.020,-0.38,0.39,1.54,-0.31
26.024,-0.37,0.38,1.54,-0.36
26.028,-0.37,0.38,1.54,-0.27
26.032,-0.36,0.37,1.54,-0.32
26.036,-0.35,0.36,1.54,-0.54
26.040,-0.34,0.35,1.54,-0.50
26.044,-0.33,0.34,1.55,-0.54
26.048,-0.31,0.32,1.55,-0.62
26.052,-0.30,0.31,1.55,-0.69
26.056,-0.28,0.29,1.55,-0.79
26.060,-0.27,0.28,1.55,-0.81
26.064,-0.24,0.25,1.55,-0.95
26.068,-0.22,0.23,1.55,-1.10
26.072,-0.20,0.21,1.55,-1.04
26.076,-0.18,0.19,1.55,-1.00
26.080,-0.17,0.18,1.55,-0.90
26.084,-0.15,0.16,1.56,-0.77
26.088,-0.14,0.15,1.56,-0.72
26.092,-0.12,0.13,1.56,-0.83
26.096,-0.09,0.10,1.56,-1.07
26.100,-0.07,0.08,1.56,-1.12
26.104,-0.05,0.06,1.56,-1.13
26.108,-0.02,0.03,1.56,-1.14
26.112,0.00,0.01,1.56,-1.03
26.116,0.00,0.00,1.56,-1.00
26.120,0.01,0.00,1.56,-0.93
26.124,0.03,-0.02,1.56,-0.94
26.128,0.05,-0.04,1.56,-1.02
26.132,0.07,-0.06,1.56,-0.94
26.136,0.09,-0.08,1.56,-0.85
26.140,0.10,-0.09,1.56,-0.78
26.144,0.12,-0.11,1.56,-0.67
26.148,0.13,-0.12,1.56,-0.61
26.152,0.14,-0.13,1.55,-0.63
26.156,0.16,-0.15,1.55,-0.63
26.160,0.17,-0.16,1.55,-0.61
26.164,0.18,-0.17,1.55,-0.54
26.168,0.18,-0.17,1.55,-0.41
26.172,0.18,-0.17,1.55,-0.16
26.176,0.18,-0.17,1.55,0.05
26.180,0.17,-0.16,1.55,0.30
26.184,0.17,-0.16,1.55,0.41
26.188,0.16,-0.15,1.55,0.40
26.192,0.15,-0.14,1.55,0.40
26.196,0.14,-0.13,1.55,0.40
26.200,0.12,-0.11,1.55,0.61
26.204,0.11,-0.10,1.55,0.71
26.208,0.09,-0.08,1.55,0.78
26.212,0.07,-0.06,1.55,0.92
26.216,0.05,-0.04,1.55,0.97
26.220,0.03,-0.02,1.54,1.02
26.224,0.01,0.00,1.54,1.10
26.228,0.00,0.00,1.54,1.13
26.232,-0.02,0.03,1.55,1.29
26.236,-0.05,0.06,1.55,1.39
26.240,-0.08,0.09,1.55,1.42
26.244,-0.11,0.12,1.55,1.47
26.248,-0.14,0.15,1.55,1.39
26.252,-0.16,0.17,1.55,1.37
26.256,-0.19,0.20,1.55,1.28
26.260,-0.21,0.22,1.55,1.27
26.264,-0.23,0.24,1.55,1.19
26.268,-0.26,0.27,1.55,1.20
26.272,-0.28,0.29,1.55,1.17
26.276,-0.30,0.31,1.55,1.05
26.280,-0.32,0.33,1.56,0.95
26.284,-0.34,0.35,1.56,0.90
26.288,-0.35,0.36,1.56,0.77
26.292,-0.36,0.37,1.56,0.59
26.296,-0.37,0.38,1.56,0.44
26.300,-0.37,0.38,1.56,0.27
26.304,-0.38,0.39,1.56,0.15
26.308,-0.38,0.39,1.57,0.05
26.312,-0.39,0.40,1.57,0.41
26.316,-0.41,0.42,1.57,0.75
26.320,-0.43,0.44,1.57,0.89
26.324,-0.44,0.45,1.57,0.78
26.328,-0.43,0.44,1.57,0.09
26.332,-0.42,0.43,1.58,-0.37
26.336,-0.41,0.42,1.58,-0.49
